year,statefips,countyfips,ds_pm_pred
2012,29,29133,10.22748087431694
2014,39,39021,11.296568821917808
2013,39,39061,11.43473721090954
2013,31,31045,5.09938802739726
2012,5,5127,9.041703369763206
2014,36,36025,7.271624305283757
2014,21,21149,11.554828675799087
2012,13,13269,10.126826229508197
2011,28,28003,9.594621755772994
2013,55,55039,8.699510684931507
2012,28,28051,9.222943989071038
2013,6,6055,7.790393237671233
2014,42,42079,9.634552110115912
2014,17,17181,10.916828547945206
2014,37,37073,8.584672602739726
2012,48,48333,7.361567076502732
2014,13,13139,10.200239063926941
2014,39,39149,11.780678794520548
2012,42,42001,10.848918139700642
2013,32,32009,4.772896164383562
2011,55,55017,8.774095919800747
2011,28,28023,9.603119344520548
2012,9,9005,7.412004503910854
2013,31,31115,6.22256
2011,13,13261,11.435467003082192
2013,51,51127,8.020010410958904
2012,39,39067,10.822956300546448
2012,12,12117,7.020959702630576
2013,4,4027,6.566699827646326
2011,46,46015,6.958462715068493
2014,41,41025,5.776672657534247
2011,48,48141,11.215008481136731
2013,20,20009,7.586493082191781
2014,30,30075,5.453252493150685
2013,12,12017,6.839273820395738
2011,21,21153,9.398971242465753
2013,47,47081,8.968140684931507
2012,53,53015,6.113738178506375
2012,55,55013,8.188742440801457
2012,41,41061,5.640787640027322
2013,27,27101,8.21260703196347
2012,55,55129,7.92131349726776
2013,55,55017,8.320855118306351
2014,48,48255,9.129791369863014
2014,1,1125,11.050746907607112
2011,22,22077,9.267198723744292
2011,45,45047,10.563355121135029
2014,13,13277,10.57775205479452
2014,49,49051,5.784391506849315
2012,13,13057,10.092504970575872
2012,31,31019,8.183653204172876
2014,27,27079,7.427249223744292
2013,5,5145,9.923895487881981
2014,48,48329,7.590277138508371
2012,54,54083,8.00858412177986
2011,29,29115,9.403667291506849
2013,47,47005,9.128969917808219
2012,6,6047,9.46221825025092
2014,47,47065,10.501155730036752
2013,29,29091,8.996553729452055
2014,51,51740,8.75915407865665
2011,18,18137,10.974180598630137
2011,18,18021,11.047606783561644
2011,19,19155,9.794711264474886
2011,26,26033,6.998958987475538
2014,41,41059,7.560317081278539
2011,55,55067,7.929818205936073
2011,47,47019,9.396841217888799
2013,5,5015,8.994184657534247
2012,37,37029,7.757778538251366
2012,19,19149,9.394766302367942
2011,48,48059,7.840670322374429
2012,40,40001,9.393088579234973
2013,19,19149,8.824825753424658
2014,42,42047,9.342092450532724
2012,26,26043,7.431546487119438
2014,54,54075,7.793604246575342
2014,18,18043,12.10978205479452
2011,51,51199,8.944317986497065
2012,48,48089,8.351182568306011
2012,13,13079,10.403430327868852
2012,26,26095,6.627407204007286
2012,28,28003,9.18582318501171
2014,5,5111,10.111564422700587
2012,47,47073,9.971160760823876
2014,55,55059,11.096057385518591
2014,46,46113,4.189472803652968
2014,31,31049,5.613237808219178
2011,41,41009,6.793918118082192
2011,13,13103,10.281301903287671
2011,1,1033,10.284328083365949
2013,31,31137,7.200134337899543
2012,36,36043,7.477785073339085
2013,17,17039,10.177249205479452
2012,51,51750,8.642399499089253
2014,17,17085,9.908294566210046
2012,46,46043,7.875495081967213
2011,28,28115,9.669347449315068
2012,13,13239,9.730599180327869
2012,17,17019,10.356415389503114
2014,39,39069,11.477039530332681
2013,37,37199,7.799942142465753
2011,4,4027,7.216142736687422
2011,28,28087,10.126414638356164
2014,51,51137,8.477222739726027
2012,40,40061,9.33512643442623
2013,41,41029,8.60906497828266
2014,48,48491,9.811532251808527
2011,12,12095,7.647287859479849
2011,37,37087,9.00560074229452
2013,29,29189,11.211457353066703
2012,16,16023,6.059346366120219
2012,31,31129,8.401425409836066
2012,45,45089,8.595259016393443
2014,9,9015,6.592540180821918
2014,28,28077,9.370112237442922
2011,48,48399,7.634757602054794
2012,54,54079,10.256728352459016
2011,12,12083,7.851878855272885
2012,36,36071,8.111829262640935
2012,1,1099,8.928840202966432
2013,54,54007,8.174496712328767
2011,13,13091,11.124918437899543
2012,22,22031,9.495719359875098
2011,54,54009,11.73821192283105
2012,53,53059,5.526523098360656
2013,22,22027,9.619575506849315
2014,23,23019,6.427453904109589
2014,26,26117,9.392140516332982
2012,51,51051,8.977990778688525
2013,31,31051,8.347476178082192
2014,13,13237,11.019204273972603
2014,55,55029,7.698555920852359
2013,6,6031,15.603129287671233
2014,28,28139,9.653154657534247
2011,26,26073,8.623997614611872
2013,35,35025,6.89814201826484
2013,51,51067,8.091427279452055
2013,46,46083,8.446215556662516
2011,21,21031,10.269422765479452
2012,20,20057,7.59354418423107
2013,55,55063,8.838042367123288
2014,13,13163,10.587495273972603
2012,36,36123,8.322353387978142
2012,22,22069,9.1879985428051
2013,8,8045,4.546271125778331
2013,48,48479,7.387337206377723
2012,28,28163,9.382121903460838
2014,13,13313,10.550681689497717
2013,29,29089,9.140907579908676
2012,18,18019,10.907486254728878
2014,47,47157,10.036890677493337
2013,12,12067,7.571370273972603
2012,36,36091,8.078071229508197
2012,25,25021,8.669243837746952
2012,51,51099,8.281732540983607
2012,37,37163,9.002273124689518
2013,47,47073,9.131318714436249
2012,54,54027,8.783033426229508
2011,21,21055,9.995952006849315
2014,21,21033,10.685310776255708
2014,31,31057,6.163468219178082
2011,31,31017,6.646542210958904
2011,21,21221,9.76973015890411
2014,19,19189,7.96051899543379
2011,17,17169,10.163127281278539
2014,27,27053,7.747858087231411
2012,30,30035,5.290188510928962
2012,13,13193,10.274233401639344
2012,39,39095,10.77796429370509
2011,29,29179,9.103676578082192
2014,40,40055,7.718265342465753
2014,27,27163,7.949594215890411
2011,42,42087,9.652606171689498
2013,31,31105,5.174022465753425
2012,20,20137,7.416771584699454
2011,39,39085,10.809935410958904
2014,32,32009,5.19495397260274
2013,12,12051,6.125123561643836
2013,55,55085,6.837041829745597
2013,13,13115,9.652661616438356
2014,37,37149,9.158255694716243
2011,22,22025,8.692567374429224
2014,21,21049,10.171755561643836
2011,35,35033,5.134136819178082
2012,27,27131,9.971118011769651
2013,30,30099,4.948223168949772
2012,22,22051,8.939032717495013
2011,37,37159,10.181868990776256
2011,48,48377,6.483872893150685
2012,30,30017,6.144377550091075
2011,27,27021,7.561997429863014
2013,36,36061,10.092979938165906
2012,13,13199,9.962706693989071
2014,45,45067,9.535939623287671
2011,48,48051,8.908139748493151
2012,48,48067,9.595440671350507
2013,28,28065,8.943181552511416
2012,40,40029,8.954738114754098
2013,51,51660,8.301047372353674
2011,20,20165,7.816805190410959
2013,48,48107,6.85402602739726
2012,13,13205,9.886586120218579
2013,55,55075,7.191557299086758
2011,51,51680,9.468799802018746
2013,42,42001,9.978699976176295
2012,5,5035,10.108710792349727
2013,26,26111,8.419260302811824
2014,30,30085,5.872908237442922
2013,46,46087,7.785356630136986
2012,54,54091,9.087410758196721
2012,23,23019,6.616078844143502
2012,40,40107,8.981135382513661
2013,47,47115,9.161923835616438
2014,8,8093,4.124583463013699
2013,20,20111,8.467801849315068
2014,38,38093,5.326270639269406
2011,17,17019,10.665577247531061
2012,28,28017,9.41713531420765
2011,46,46057,7.74320677260274
2011,13,13073,11.651881543835616
2012,42,42033,9.198544782786885
2013,17,17019,10.316015979611341
2014,47,47145,9.563096378580324
2012,48,48367,9.131723022720736
2012,48,48001,8.882500546448087
2011,48,48469,8.733304115664086
2014,55,55009,9.120314403855911
2012,47,47109,9.041941920374707
2014,48,48203,9.738680156555773
2013,1,1075,9.654410319634703
2011,33,33005,7.846541264726027
2012,19,19177,9.517388114754098
2011,46,46105,6.132744416438356
2014,30,30051,5.917304273972603
2013,46,46033,5.15211297260274
2014,29,29167,9.174482808219178
2012,4,4007,5.509242520491803
2014,20,20097,7.27073205479452
2013,48,48491,9.078089706018162
2013,18,18085,10.525582782984859
2013,18,18035,10.738274401826484
2013,4,4003,5.02322732020548
2014,37,37161,9.531734836670179
2014,21,21133,9.151117847358121
2011,51,51600,10.19442345369863
2013,21,21025,8.595327123287671
2012,17,17115,10.342352603664417
2011,19,19137,9.120457783561644
2013,40,40147,9.098999978925184
2012,51,51065,8.371131051912568
2013,51,51145,8.08860405479452
2014,20,20185,7.692029863013699
2011,37,37045,10.254429486924035
2012,6,6013,8.064304108869273
2014,38,38039,5.408119452054794
2011,29,29089,9.620688810958904
2014,26,26157,9.142922739726027
2011,26,26059,9.730701053196347
2013,51,51011,7.926649771689498
2014,8,8015,3.967565205479452
2014,29,29187,9.901916104607721
2014,21,21007,10.956120547945206
2012,22,22037,8.870577868852459
2012,20,20111,8.592079200819672
2013,33,33019,7.009386734246575
2013,1,1061,8.96679602739726
2014,27,27025,7.06385585479452
2011,4,4019,7.412905394736543
2013,48,48369,6.659471917808219
2012,45,45021,9.885266393442623
2014,18,18027,11.673223913894325
2012,47,47087,9.287028620218579
2014,49,49027,5.069221643835616
2014,32,32013,5.906746575342466
2014,29,29045,9.880265296803653
2014,18,18029,11.412545178082192
2013,29,29117,8.906675506849315
2011,36,36033,7.200154209784736
2011,13,13017,10.856895835068493
2011,46,46085,6.721256468493151
2011,36,36059,9.546793236696617
2013,40,40093,7.80654100456621
2012,37,37123,9.046414162112933
2013,18,18039,10.348416894977169
2012,28,28053,9.599645264116576
2012,39,39019,11.150442704918033
2011,5,5141,10.257115669589041
2014,51,51670,9.045477573385519
2012,55,55083,8.172139355191257
2012,1,1015,10.866893742288031
2013,17,17123,10.050846520547945
2014,39,39057,11.464215843444227
2014,28,28029,9.325046301369863
2014,46,46025,5.553063863013699
2013,13,13273,9.867585342465753
2011,37,37147,9.423229860359589
2012,35,35049,6.136937453551913
2012,48,48375,7.340056774349084
2014,31,31177,8.889761589041096
2011,39,39069,10.546650562035225
2013,21,21103,10.236463616438356
2012,5,5107,10.099295856102004
2011,19,19135,9.474763081278539
2014,48,48355,9.222022482665314
2014,17,17117,10.941782634351949
2012,18,18129,10.61111850117096
2011,13,13015,11.473498931872146
2013,51,51093,7.720933390410959
2014,49,49057,8.193619923287671
2011,36,36111,8.163434498863305
2011,41,41057,5.562988576712329
2014,13,13075,10.496933424657534
2014,21,21221,10.297783287671233
2014,47,47033,9.897278904109589
2013,31,31149,6.098999178082192
2013,48,48337,8.694667077625571
2013,31,31087,6.295350684931507
2011,20,20203,7.106421950684932
2011,31,31087,6.99976142739726
2014,17,17167,11.18891172395968
2011,37,37075,9.013033405479452
2012,20,20195,7.360607103825137
2014,20,20187,6.544084931506849
2014,24,24041,9.003460109589041
2012,20,20031,8.718142531876138
2011,16,16013,5.481875529452055
2014,18,18011,11.372425671232877
2014,13,13243,10.566203287671233
2011,31,31149,6.760516052054794
2011,17,17007,10.274868293150685
2011,49,49047,6.015510496803653
2014,6,6001,8.970681448782344
2011,49,49051,6.709028097945206
2014,39,39145,9.95801004109589
2013,13,13319,9.709880328767123
2013,24,24025,9.5427384234559
2013,18,18041,10.750549080234834
2014,47,47097,9.908619208523592
2011,51,51630,8.778785195890411
2013,51,51013,9.329475398188995
2013,27,27033,8.397208219178082
2014,28,28043,9.542731178082192
2014,17,17103,10.984571506849315
2012,8,8089,5.774601795472287
2012,50,50007,7.479722427790788
2011,28,28071,9.296575150684932
2013,37,37017,8.244192146118722
2012,12,12079,7.93289349726776
2012,34,34023,9.319707826697892
2011,46,46009,7.688737973972603
2012,39,39003,11.108800546448087
2013,21,21089,9.751087214611872
2011,36,36047,11.148825252440519
2013,19,19063,8.629508493150685
2012,56,56019,5.900003961748634
2014,34,34031,9.237581399726027
2011,20,20147,7.62157679086758
2013,18,18095,10.924953520918178
2013,6,6047,11.870428140900196
2013,39,39095,10.185790807895588
2011,35,35015,7.810945501598174
2014,47,47011,10.359694780100937
2014,19,19035,8.403480136986301
2013,40,40069,9.099634794520548
2011,13,13161,10.570667249315068
2011,16,16023,5.636839484931507
2011,51,51025,8.658398933150685
2012,6,6101,7.456020725995316
2014,48,48007,9.06749994520548
2014,21,21005,10.703333753424658
2011,16,16027,9.737026610864431
2011,21,21045,9.743415368767123
2011,19,19157,9.654735419726027
2011,18,18015,11.026703532681018
2013,13,13211,9.784998904109589
2013,29,29186,9.687209582191781
2014,36,36103,8.24238264664341
2011,39,39167,11.252933733219178
2013,28,28079,9.232497589041096
2013,51,51740,7.90522439239947
2012,26,26019,7.477130284153006
2014,18,18151,11.629515251141552
2011,51,51820,8.969712476164384
2011,48,48365,9.477774728310502
2013,48,48181,9.543938440463646
2014,54,54031,8.030181497716895
2014,20,20167,7.429997808219178
2014,5,5131,10.104306533192835
2013,48,48399,7.102338424657534
2012,37,37065,8.733559406713505
2011,18,18003,10.852932935644977
2011,5,5115,10.785379130261519
2012,12,12017,6.938151730418944
2012,1,1021,9.943084881602914
2013,20,20151,7.64044803652968
2014,51,51193,8.391342465753425
2012,56,56045,6.539296174863388
2012,48,48391,7.603490983606557
2013,18,18145,11.166909616438356
2013,29,29151,9.282920952054794
2014,49,49021,4.433152636986301
2014,16,16061,7.891486118721461
2014,21,21183,11.207889315068493
2014,34,34023,9.281019362818004
2011,40,40035,10.170339306849315
2014,29,29163,10.085592219178082
2011,46,46129,6.626542276712329
2013,40,40121,9.237726406743941
2014,31,31117,5.585196164383562
2013,28,28117,9.274860876712329
2014,27,27071,5.824363109589041
2013,6,6067,11.151681931636489
2014,13,13151,11.256438465753425
2013,36,36037,8.509723936073059
2012,21,21061,9.807382308743169
2014,12,12131,9.399879078455791
2014,13,13249,10.949728219178082
2012,19,19067,9.39882393442623
2011,48,48037,10.229074483713851
2013,17,17035,10.305030593607306
2014,48,48283,8.201165205479452
2014,23,23013,6.748292463013699
2011,31,31131,9.223113770410959
2011,40,40117,9.655061211506849
2011,6,6109,7.543481686674969
2014,51,51650,8.69668053182917
2012,39,39077,10.700194453551913
2014,54,54079,10.011298684931507
2013,20,20061,8.359040342465753
2013,45,45047,9.061774990215264
2014,53,53041,5.897315909589041
2014,22,22009,8.790158386605784
2011,51,51510,10.21190155702956
2012,48,48357,7.036201366120219
2014,22,22071,8.605139382400743
2014,27,27037,7.849012640230714
2012,26,26105,8.094787052595628
2013,48,48393,6.541431506849315
2013,39,39121,10.115073333333333
2014,31,31101,5.910424657534247
2011,5,5127,9.990201630136986
2012,26,26075,9.860620182628703
2011,23,23009,6.661030493150685
2011,6,6017,7.378506722905384
2013,53,53003,6.540301305936073
2012,49,49005,7.340076538461538
2011,37,37001,9.69141434695586
2011,13,13163,11.035380630136986
2014,37,37005,8.471255342465753
2012,29,29219,10.109466830601093
2011,6,6033,5.685341934246575
2011,17,17173,10.44636190456621
2013,29,29127,9.637714136986301
2012,38,38061,7.021059380692168
2013,18,18159,10.882647808219178
2011,37,37053,8.683672082191781
2014,21,21063,9.337731780821918
2012,18,18075,10.952154410616706
2014,54,54035,9.942724703196347
2014,31,31043,8.746331438356164
2014,18,18035,11.263435342465753
2012,49,49055,4.712814207650273
2011,39,39103,11.592921844946316
2012,17,17151,9.728473360655738
2011,19,19067,9.517885755068493
2012,12,12075,6.86017941712204
2012,54,54061,9.556544100637523
2011,39,39117,10.911358192694064
2012,29,29173,9.711906921675774
2013,29,29023,9.570028868493151
2012,26,26061,6.623019120218579
2012,12,12049,6.43230883424408
2011,21,21183,10.533135397651663
2012,56,56007,5.342917704918033
2013,53,53017,5.059209479452055
2012,18,18105,10.322399012867971
2013,40,40053,8.321217534246575
2013,27,27141,9.328184109589041
2014,28,28049,10.144910732020548
2014,18,18177,11.136049991941982
2012,30,30015,5.879127418032787
2013,27,27075,6.137581296803653
2014,48,48051,9.517769315068493
2014,48,48391,9.148517808219178
2012,5,5051,9.839434275956284
2012,48,48491,9.250480828267944
2014,6,6031,14.790806595636733
2011,55,55055,10.307546392191781
2014,50,50017,6.093306471232877
2012,55,55133,10.198721676833143
2013,39,39029,10.333044931506849
2014,18,18127,12.459989375
2012,48,48373,8.968005081967213
2011,21,21041,10.933377136073059
2013,20,20173,9.235613311975254
2012,38,38003,7.986569296448087
2014,50,50023,5.667699153568854
2013,48,48065,6.705664657534247
2014,22,22117,8.740025130759651
2014,20,20113,8.495072328767123
2013,48,48127,7.285451780821918
2012,18,18175,10.270823224043716
2013,37,37057,8.932278565672844
2011,48,48103,7.489575597260274
2013,29,29171,8.822419863013699
2014,21,21119,9.415884602739726
2014,45,45013,9.343157849315068
2014,29,29205,9.489492785388128
2014,8,8029,4.79913240704501
2013,5,5093,9.684547077625571
2012,33,33013,7.764069975713418
2014,55,55047,8.939826529680365
2011,26,26021,9.961863336757991
2011,39,39159,11.22664024
2014,18,18135,11.39970345890411
2013,13,13315,9.276942328767123
2012,21,21157,9.807459426229508
2014,38,38053,4.759620643835616
2011,18,18171,10.571170776712329
2014,47,47053,10.001185362035225
2013,13,13199,9.51967794520548
2011,1,1019,11.306436842009132
2011,20,20027,8.678273926027397
2011,1,1119,9.70099025890411
2012,13,13167,9.729721584699454
2011,47,47001,11.058824214459665
2013,21,21219,9.821726575342466
2012,21,21215,10.02931400273224
2013,45,45065,9.105919360730594
2011,37,37163,9.926906205728518
2014,30,30087,5.575100308219178
2014,4,4009,5.423065765601218
2012,5,5005,8.990073254401943
2012,26,26007,7.478192021857924
2011,51,51161,9.713259324505327
2012,13,13263,9.995112112932605
2014,39,39107,12.123534398782344
2013,9,9011,7.745149708324552
2014,45,45011,10.077822191780822
2012,10,10003,10.002980494325347
2014,37,37171,9.104390523038605
2012,54,54043,9.670179890710382
2011,55,55077,9.392095544657534
2012,26,26079,7.70356606010929
2014,22,22089,8.613649926238145
2012,48,48033,6.907312568306011
2014,1,1087,11.235005593607306
2012,48,48459,9.517082630757221
2012,33,33017,8.11262706010929
2013,13,13181,9.139343287671233
2013,51,51023,8.087361061643836
2011,54,54037,9.932807076164384
2012,28,28057,9.298446338797814
2011,51,51017,8.579637178082192
2014,5,5071,9.429770593607306
2014,51,51640,8.587921917808219
2012,1,1041,9.122491803278688
2012,56,56043,6.17518087431694
2012,13,13071,9.855831885245902
2014,53,53065,7.163642465753425
2013,40,40063,9.080860876712329
2011,8,8097,4.834970739726027
2014,48,48345,6.973000273972603
2014,6,6059,12.866284894788872
2012,40,40053,8.637091530054645
2014,55,55133,10.755668231920994
2012,51,51600,9.856787103825137
2011,37,37071,10.543166739093783
2014,36,36089,6.994134530332681
2014,41,41045,7.479910647260274
2013,24,24035,8.62153798256538
2014,20,20195,6.887138904109589
2013,39,39023,10.883097328767123
2011,55,55097,9.211681860273973
2014,19,19103,9.999514200913242
2013,13,13003,8.762991872146119
2012,30,30067,5.437225368852459
2013,48,48161,9.218886614481409
2013,17,17125,9.954554566210046
2013,45,45029,8.243488523592085
2014,47,47029,8.916446240487062
2011,17,17027,10.468218261643836
2013,19,19167,8.82772446183953
2014,17,17005,11.074054452054794
2011,17,17013,10.486123998630137
2012,56,56021,6.30212006245121
2013,37,37175,7.767884735812133
2013,56,56037,5.953938858447489
2012,30,30099,5.668120491803279
2011,30,30077,5.604888716438356
2013,40,40051,8.747870219178082
2011,16,16085,5.672882912328767
2013,53,53011,8.561089106427819
2014,20,20035,8.9469800498132
2011,53,53037,5.60395983630137
2014,23,23031,7.02701899520548
2011,48,48107,7.607030325114155
2014,55,55003,5.874626313111546
2011,27,27063,8.759301589041096
2012,6,6067,8.880931508593198
2012,37,37067,9.33857086197779
2011,13,13191,9.210264965068493
2012,53,53065,5.544541224954463
2011,48,48137,7.261753339726027
2014,53,53059,5.557274810958904
2012,6,6097,5.924409003698184
2013,53,53045,5.88697056555773
2014,26,26127,8.582651941291585
2011,13,13045,11.068538589202256
2013,49,49009,4.889558904109589
2011,1,1133,10.182613872015656
2013,45,45081,9.041655178082192
2014,48,48209,9.767174652054794
2011,31,31121,8.214037868493151
2011,48,48039,9.633297731506849
2014,53,53031,5.232890450097847
2013,19,19159,8.582081602739726
2011,38,38007,6.145518484931507
2011,17,17197,11.294310844592646
2012,48,48265,7.336450218579235
2012,5,5059,10.112303317720531
2013,13,13269,9.797397077625571
2012,53,53067,6.589241493810639
2013,5,5079,9.644658904109589
2014,39,39089,11.099389212328767
2011,54,54041,9.769390710136986
2012,20,20023,6.846549180327869
2013,55,55053,8.50830997260274
2014,13,13157,10.562460523038605
2011,18,18009,10.787366715068493
2011,48,48405,8.892819559817352
2013,22,22079,8.797467628891656
2011,39,39037,11.397215228995434
2014,51,51187,8.47533654109589
2014,48,48385,7.517570328767123
2012,37,37053,7.536318227946916
2011,48,48125,7.394639093150685
2014,45,45077,9.702362671232877
2012,26,26147,9.788613753763801
2014,17,17043,12.644810844748858
2013,38,38029,6.112925068493151
2012,1,1019,10.338390027322404
2011,19,19179,9.864800214196762
2014,8,8063,5.77488100456621
2014,21,21197,9.570050410958904
2012,51,51031,8.753390817395264
2011,12,12009,6.558439106946296
2011,48,48327,7.386356304109589
2014,55,55099,6.469412876712329
2014,20,20151,7.670061917808219
2014,20,20169,8.34748497716895
2013,13,13081,9.539315707762557
2012,22,22087,8.586200032144005
2012,8,8105,4.545067486338798
2011,16,16083,6.89484283444227
2013,47,47175,8.741460410958904
2012,48,48355,8.149646437968023
2012,31,31031,6.116173087431694
2013,21,21131,8.468015643835616
2013,37,37107,8.166914356164384
2011,51,51023,9.468048707191781
2011,39,39147,10.624777087279843
2012,19,19165,9.245792418032787
2012,20,20051,7.750368989071038
2012,13,13107,9.514103551912568
2011,13,13177,11.519686530410959
2014,46,46121,5.02169602739726
2013,48,48229,5.230255890410959
2014,20,20209,9.643819714285714
2011,39,39169,11.86256025359589
2014,8,8123,7.508090702721936
2011,48,48231,9.634585146214852
2013,40,40011,7.894019726027397
2011,13,13179,9.953712719960861
2014,40,40015,8.466352397260274
2013,28,28121,9.499058132927448
2012,27,27009,9.43004635701275
2014,37,37051,10.231761244963739
2014,27,27105,7.674040182648402
2014,42,42061,10.086962625570776
2014,1,1031,10.398445733855186
2014,45,45027,9.6599450456621
2014,18,18067,11.544348493150685
2011,54,54095,10.623768601826484
2012,28,28159,9.315157431693989
2013,40,40021,9.320089193302892
2013,37,37025,9.241804294705665
2011,13,13101,9.403687631506849
2012,21,21175,9.114772983606557
2014,48,48437,7.128109926940639
2011,48,48359,6.663934660273973
2014,49,49011,8.251078148148148
2012,13,13029,8.530995238095238
2014,12,12069,7.562224153620352
2011,39,39075,11.499974898287671
2011,5,5097,10.111077578995434
2011,18,18165,10.946859353972603
2014,46,46055,4.922502465753425
2011,36,36027,8.849704573018901
2014,16,16067,6.981916712328767
2014,8,8073,5.363290547945206
2014,48,48065,6.893515616438356
2012,55,55061,8.37465775273224
2013,51,51720,8.394201095890411
2014,39,39065,11.34898904109589
2011,27,27139,9.958016580039139
2013,6,6103,7.259787394769614
2014,1,1017,11.044795585996956
2014,17,17109,10.54543997260274
2011,41,41015,5.920102961643836
2013,24,24023,8.312558708414873
2014,31,31047,6.84680927592955
2012,8,8063,6.416325409836066
2013,28,28131,8.523689589041096
2011,26,26165,7.573014625684932
2011,38,38065,6.757285690410959
2013,1,1109,9.382488664383562
2011,8,8019,4.350721301369863
2011,13,13225,11.908642773059361
2012,36,36015,8.372225024838549
2012,1,1035,8.758782568306011
2011,31,31073,7.456086161643836
2012,17,17037,10.531899934946656
2013,55,55137,8.325671272015656
2011,48,48349,9.222616335068493
2013,23,23025,6.425968286865431
2013,5,5003,9.476646927592955
2014,30,30069,5.071157917808219
2011,42,42131,8.538732210567515
2011,55,55003,6.80533379334638
2011,40,40069,9.347577366210046
2011,27,27049,9.389716272876712
2013,39,39005,10.348895940224159
2012,6,6109,6.413545789865872
2011,19,19195,9.291098767123288
2012,32,32009,4.678348360655738
2011,21,21067,10.860008201069161
2011,46,46059,7.100289317808219
2014,18,18129,11.704458982387476
2012,27,27137,7.607829175774135
2011,28,28119,9.952866867579909
2012,30,30065,5.84244412568306
2011,53,53029,7.166413640574038
2011,48,48223,9.52981301217656
2011,48,48153,7.498736808219178
2012,40,40013,9.194882637853949
2011,8,8089,5.857999990606654
2011,46,46083,8.635780928767123
2011,37,37063,10.069296548584475
2012,39,39021,11.109371174863388
2012,55,55109,9.53179293520687
2014,21,21227,10.810419965753425
2012,56,56003,6.053458652094718
2014,16,16087,6.940207214611872
2013,48,48217,9.18506403486924
2014,42,42101,11.262287778966895
2012,47,47033,9.508068961748634
2014,49,49031,4.388105753424658
2013,8,8009,5.44350095890411
2014,17,17025,11.352805821917808
2014,47,47105,10.318605068493151
2013,30,30073,4.900105917808219
2011,28,28081,10.004942799855804
2012,48,48335,6.915193306010929
2012,19,19029,9.10256087431694
2014,51,51610,9.617544748858448
2011,53,53039,5.775159064840183
2011,41,41053,7.636694055022831
2014,17,17063,11.533814164383562
2011,12,12053,7.16993555890411
2011,36,36099,8.583243601369863
2012,26,26047,7.293289422814208
2011,8,8093,4.439787806575342
2011,26,26003,6.877539067579909
2011,41,41025,6.248234947945206
2011,12,12049,6.755497910502283
2012,48,48151,7.007596857923497
2011,18,18053,10.785639115924658
2014,6,6029,12.698799624784541
2014,13,13091,10.727384246575342
2012,44,44009,7.030674668227947
2012,18,18103,11.02703393442623
2012,48,48121,10.310491069363009
2013,45,45049,8.520191561643836
2012,48,48117,7.004272745901639
2011,13,13175,11.353500709167545
2014,4,4005,4.408658381604697
2011,42,42057,9.63590594520548
2011,40,40151,8.114183214611872
2012,5,5125,10.496354046317981
2012,13,13291,8.429177140255009
2014,16,16025,5.421770136986301
2013,5,5069,9.919019721461187
2012,29,29155,10.016705100182149
2013,45,45015,8.065466544901065
2013,48,48253,7.387957853881278
2012,55,55055,10.09438837431694
2012,51,51680,8.798825307736554
2012,42,42035,8.907527222222222
2013,55,55139,8.611006234547277
2013,33,33009,6.658308301369863
2013,27,27037,9.871053669790916
2014,21,21109,9.527549223744292
2012,55,55069,7.824180144808743
2012,22,22119,9.844738002980626
2013,38,38023,5.818815342465753
2011,13,13253,10.313681367123288
2013,18,18031,10.929388219178082
2014,41,41043,7.658726821917808
2011,38,38057,6.956706398173516
2012,13,13135,10.417033459064752
2014,18,18053,11.575966181506849
2012,19,19191,9.19121693989071
2012,49,49007,5.991541530054645
2012,13,13189,10.023517704918033
2012,54,54089,8.357891796448087
2014,18,18105,10.098927379584622
2011,27,27009,9.047079621613394
2011,26,26105,8.104122373287671
2012,18,18063,11.109424342961228
2011,5,5109,10.231183273059361
2014,37,37041,8.396664474885845
2013,28,28061,9.269994657534247
2014,29,29147,9.14123095890411
2014,47,47155,9.161235433789954
2013,6,6013,10.894634092465753
2014,13,13061,10.520353150684932
2011,48,48441,8.138955031651045
2014,29,29195,9.264113253424658
2013,48,48005,9.264443738920226
2014,9,9011,6.872510382718651
2014,46,46035,6.628359178082192
2014,12,12075,7.735789589041096
2011,6,6053,7.927943517602003
2012,45,45047,9.698925468384075
2011,17,17151,9.875648284931507
2014,51,51145,8.714612438356164
2013,26,26147,9.155969611406206
2013,47,47015,9.084790228310502
2011,19,19027,8.899047499543379
2014,49,49047,5.726797351598174
2014,36,36043,7.340999480894016
2013,56,56009,4.91728301369863
2011,49,49043,6.893501565858799
2014,29,29207,10.853777465753425
2011,21,21015,11.58965236139477
2013,9,9005,7.761852783239323
2011,38,38091,7.315805852054794
2013,53,53029,7.549083026744945
2012,6,6115,7.294784482825917
2012,16,16007,6.276820218579235
2011,28,28097,9.291929648401826
2013,20,20195,6.79916
2012,6,6077,8.893810732397688
2011,18,18061,11.01710399543379
2012,28,28029,8.860705054644809
2014,26,26131,5.805727123287671
2011,22,22109,8.60578707840835
2011,13,13231,11.26881892739726
2011,13,13159,11.504783389041096
2013,51,51073,7.63588551369863
2013,19,19081,9.048382739726027
2014,24,24045,8.983725940879596
2013,45,45023,8.85666
2014,13,13247,11.264606465753425
2014,37,37045,10.121535392278954
2013,21,21047,9.676097433309301
2014,17,17099,11.266508003913894
2012,13,13027,9.137188961748634
2011,29,29186,9.843776078082192
2012,38,38087,5.950452759562842
2011,22,22121,10.472922023561644
2013,40,40033,8.265874383561644
